taxon;code_trait;Annee;surfacebalayee;Campagne;depth;Trait;Lat;Lon;biom1km;densite1km;site
Ascidiidae;MEDITS_2013_G101_53;2013;0.05556;MEDITS;31.5;G101;42.963;3.094916667;51799.85601;4607.631389;GdL
Ascidiidae;MEDITS_2013_G102_59;2013;0.0497994;MEDITS;38.5;G102;42.62391667;3.11375;109800.5197;110001.3253;GdL
Ascidiidae;MEDITS_2013_G103_60;2013;0.0542724;MEDITS;46;G103;42.74675;3.138833333;24874.52186;2837.538049;GdL
Ascidiidae;MEDITS_2013_G201_58;2013;0.0480021;MEDITS;75.5;G201;42.59291667;3.19925;1520.7668;270.8214849;GdL
Ascidiidae;MEDITS_2013_G202_61;2013;0.0458708;MEDITS;83.5;G202;42.70991667;3.248416667;4752.478701;1351.622383;GdL
Ascidiidae;MEDITS_2013_G203_40;2013;0.0546021;MEDITS;86.5;G203;42.50691667;3.2545;5878.894768;842.4584402;GdL
Ascidiidae;MEDITS_2014_G101_67;2014;0.048418;MEDITS;31.5;G101;42.956;3.088416667;30298.64926;3820.893056;GdL
Ascidiidae;MEDITS_2014_G103_47;2014;0.0623731;MEDITS;48.5;G103;42.74583333;3.140666667;1426.897172;128.26042;GdL
Ascidiidae;MEDITS_2014_G201_64;2014;0.0490544;MEDITS;78;G201;42.59866667;3.201583333;3383.998173;305.7829675;GdL
Ascidiidae;MEDITS_2014_G202_62;2014;0.0408409;MEDITS;84;G202;42.71825;3.249666667;5215.360092;1175.292415;GdL
Ascidiidae;MEDITS_2014_G301_43;2014;0.051393;MEDITS;114.5;G301;42.46841667;3.35625;97.28951414;38.91580565;GdL
Ascidiidae;MEDITS_2014_G302_42;2014;0.0493116;MEDITS;109;G302;42.60891667;3.571583333;20.27920408;20.27920408;GdL
Ascidiidae;MEDITS_2015_G101_54;2015;0.0422104;MEDITS;31;G101;42.95091667;3.086416667;121060.2126;18549.93082;GdL
Ascidiidae;MEDITS_2015_G102_70;2015;0.0433504;MEDITS;41;G102;42.62133333;3.114166667;9988.37381;807.3743264;GdL
Ascidiidae;MEDITS_2015_G103_71;2015;0.039368;MEDITS;48;G103;42.74566667;3.140416667;7493.395651;889.0469417;GdL
Ascidiidae;MEDITS_2015_G201_42;2015;0.0538905;MEDITS;79;G201;42.59816667;3.202;2375.186721;389.6790715;GdL
Ascidiidae;MEDITS_2015_G202_72;2015;0.0422916;MEDITS;85;G202;42.71283333;3.249166667;10805.92836;3263.059331;GdL
Ascidiidae;MEDITS_2015_G203_41;2015;0.0530523;MEDITS;88.5;G203;42.51041667;3.248416667;9990.141803;188.4932416;GdL
Ascidiidae;MEDITS_2015_G301_40;2015;0.0551936;MEDITS;115;G301;42.47033333;3.356583333;90.59021336;18.11804267;GdL
Ascidiidae;MEDITS_2015_G303_45;2015;0.0593121;MEDITS;134;G303;42.83825;4.25625;977.8780384;84.29983089;GdL
Ascidiidae;MEDITS_2016_G101_60;2016;0.0491736;MEDITS;31;G101;42.95670166;3.091600037;5714.448403;691.4279207;GdL
Ascidiidae;MEDITS_2016_G102_73;2016;0.0477;MEDITS;40;G102;42.61660156;3.113300069;1698.113208;104.8218029;GdL
Ascidiidae;MEDITS_2016_G103_75;2016;0.0561078;MEDITS;49;G103;42.7430013;3.140350087;641.6220205;17.8228339;GdL
Ascidiidae;MEDITS_2016_G201_76;2016;0.0599848;MEDITS;78.5;G201;42.5944458;3.201350149;50.01266988;16.67088996;GdL
Ascidiidae;MEDITS_2016_G202_74;2016;0.0577584;MEDITS;85;G202;42.71735026;3.249199931;277.0159838;138.5079919;GdL
Ascidiidae;MEDITS_2016_G203_41;2016;0.0519246;MEDITS;87;G203;42.50935059;3.25069987;3273.978037;38.51738868;GdL
Ascidiidae;MEDITS_2016_G303_51;2016;0.054332;MEDITS;132.5;G303;42.83695068;4.258750153;92.0267982;18.40535964;GdL
Asteroidea;MEDITS_2015_G302_37;2015;0.06024;MEDITS;109.5;G302;42.61433333;3.570333333;49.80079681;16.6002656;GdL
Asteroidea;MEDITS_2016_G303_51;2016;0.054332;MEDITS;132.5;G303;42.83695068;4.258750153;128.8375175;18.40535964;GdL
Astropecten aranciacus;MEDITS_2013_G102_59;2013;0.0497994;MEDITS;38.5;G102;42.62391667;3.11375;4417.723908;20.08056322;GdL
Astropecten aranciacus;MEDITS_2016_G103_75;2016;0.0561078;MEDITS;49;G103;42.7430013;3.140350087;3208.110102;17.8228339;GdL
Astropecten aranciacus;MEDITS_2016_G203_41;2016;0.0519246;MEDITS;87;G203;42.50935059;3.25069987;8127.16901;19.25869434;GdL
Astropecten irregularis pentacanthus;MEDITS_2012_G101_39;2012;0.0497965;MEDITS;31.5;G101;42.95075;3.08775;7610.976675;2128.663661;GdL
Astropecten irregularis pentacanthus;MEDITS_2012_G102_36;2012;0.044448;MEDITS;40.5;G102;42.61833333;3.113916667;5197.084233;809.9352052;GdL
Astropecten irregularis pentacanthus;MEDITS_2012_G103_37;2012;0.0537665;MEDITS;48.5;G103;42.74433333;3.140083333;3329.210568;929.947086;GdL
Astropecten irregularis pentacanthus;MEDITS_2012_G201_35;2012;0.0486995;MEDITS;78;G201;42.59675;3.20125;12464.19368;2135.545539;GdL
Astropecten irregularis pentacanthus;MEDITS_2012_G202_43;2012;0.04214;MEDITS;85.5;G202;42.71091667;3.249416667;10204.08163;3251.067869;GdL
Astropecten irregularis pentacanthus;MEDITS_2012_G203_34;2012;0.0517131;MEDITS;88.5;G203;42.51291667;3.245666667;39603.11797;1218.259977;GdL
Astropecten irregularis pentacanthus;MEDITS_2012_G301_33;2012;0.0539628;MEDITS;113.5;G301;42.47825;3.356166667;3706.256903;1241.596062;GdL
Astropecten irregularis pentacanthus;MEDITS_2012_G302_29;2012;0.0548016;MEDITS;109.5;G302;42.61466667;3.57125;2499.927009;1094.858544;GdL
Astropecten irregularis pentacanthus;MEDITS_2012_G303_86;2012;0.0623338;MEDITS;131;G303;42.83433333;4.26075;2245.97249;721.9197289;GdL
Astropecten irregularis pentacanthus;MEDITS_2013_G101_53;2013;0.05556;MEDITS;31.5;G101;42.963;3.094916667;52555.79554;7667.386609;GdL
Astropecten irregularis pentacanthus;MEDITS_2013_G102_59;2013;0.0497994;MEDITS;38.5;G102;42.62391667;3.11375;19618.71027;3594.420816;GdL
Astropecten irregularis pentacanthus;MEDITS_2013_G103_60;2013;0.0542724;MEDITS;46;G103;42.74675;3.138833333;11976.62163;2174.217466;GdL
Astropecten irregularis pentacanthus;MEDITS_2013_G201_58;2013;0.0480021;MEDITS;75.5;G201;42.59291667;3.19925;12541.11799;2958.203912;GdL
Astropecten irregularis pentacanthus;MEDITS_2013_G202_61;2013;0.0458708;MEDITS;83.5;G202;42.70991667;3.248416667;18704.70975;5101.284477;GdL
Astropecten irregularis pentacanthus;MEDITS_2013_G203_40;2013;0.0546021;MEDITS;86.5;G203;42.50691667;3.2545;5036.436328;842.4584402;GdL
Astropecten irregularis pentacanthus;MEDITS_2013_G301_41;2013;0.0512904;MEDITS;110;G301;42.47708333;3.356666667;3665.403272;467.923822;GdL
Astropecten irregularis pentacanthus;MEDITS_2013_G302_43;2013;0.0465462;MEDITS;110;G302;42.61491667;3.571666667;27069.87896;13083.77483;GdL
Astropecten irregularis pentacanthus;MEDITS_2014_G101_67;2014;0.048418;MEDITS;31.5;G101;42.956;3.088416667;19641.45566;3882.853484;GdL
Astropecten irregularis pentacanthus;MEDITS_2014_G102_63;2014;0.044206;MEDITS;40.5;G102;42.61925;3.113916667;9840.293173;1809.709089;GdL
Astropecten irregularis pentacanthus;MEDITS_2014_G103_47;2014;0.0623731;MEDITS;48.5;G103;42.74583333;3.140666667;27175.17648;6012.207185;GdL
Astropecten irregularis pentacanthus;MEDITS_2014_G201_64;2014;0.0490544;MEDITS;78;G201;42.59866667;3.201583333;4056.720702;978.5054959;GdL
Astropecten irregularis pentacanthus;MEDITS_2014_G202_62;2014;0.0408409;MEDITS;84;G202;42.71825;3.249666667;8080.135355;3942.126643;GdL
Astropecten irregularis pentacanthus;MEDITS_2014_G203_44;2014;0.0519486;MEDITS;89;G203;42.509;3.251333333;8084.914704;808.4914704;GdL
Astropecten irregularis pentacanthus;MEDITS_2014_G301_43;2014;0.051393;MEDITS;114.5;G301;42.46841667;3.35625;2412.779951;778.3161131;GdL
Astropecten irregularis pentacanthus;MEDITS_2014_G302_42;2014;0.0493116;MEDITS;109;G302;42.60891667;3.571583333;1926.524388;1155.914633;GdL
Astropecten irregularis pentacanthus;MEDITS_2014_G303_70;2014;0.0511353;MEDITS;133;G303;42.832;4.26075;3011.618197;1075.577928;GdL
Astropecten irregularis pentacanthus;MEDITS_2015_G101_54;2015;0.0422104;MEDITS;31;G101;42.95091667;3.086416667;4216.970225;781.7978508;GdL
Astropecten irregularis pentacanthus;MEDITS_2015_G102_70;2015;0.0433504;MEDITS;41;G102;42.62133333;3.114166667;2306.78379;507.4924337;GdL
Astropecten irregularis pentacanthus;MEDITS_2015_G103_71;2015;0.039368;MEDITS;48;G103;42.74566667;3.140416667;36654.13534;9042.877464;GdL
Astropecten irregularis pentacanthus;MEDITS_2015_G201_42;2015;0.0538905;MEDITS;79;G201;42.59816667;3.202;2894.758816;797.9142892;GdL
Astropecten irregularis pentacanthus;MEDITS_2015_G202_72;2015;0.0422916;MEDITS;85;G202;42.71283333;3.249166667;20169.48992;5674.885793;GdL
Astropecten irregularis pentacanthus;MEDITS_2015_G203_41;2015;0.0530523;MEDITS;88.5;G203;42.51041667;3.248416667;697.4249938;113.0959449;GdL
Astropecten irregularis pentacanthus;MEDITS_2015_G301_40;2015;0.0551936;MEDITS;115;G301;42.47033333;3.356583333;2844.532699;1014.61039;GdL
Astropecten irregularis pentacanthus;MEDITS_2015_G302_37;2015;0.06024;MEDITS;109.5;G302;42.61433333;3.570333333;431.6069057;232.4037185;GdL
Astropecten irregularis pentacanthus;MEDITS_2015_G303_45;2015;0.0593121;MEDITS;134;G303;42.83825;4.25625;640.6787148;219.1795603;GdL
Astropecten irregularis pentacanthus;MEDITS_2016_G101_60;2016;0.0491736;MEDITS;31;G101;42.95670166;3.091600037;976.1335351;284.7056144;GdL
Astropecten irregularis pentacanthus;MEDITS_2016_G102_73;2016;0.0477;MEDITS;40;G102;42.61660156;3.113300069;62.89308176;83.85744235;GdL
Astropecten irregularis pentacanthus;MEDITS_2016_G103_75;2016;0.0561078;MEDITS;49;G103;42.7430013;3.140350087;641.6220205;142.5826712;GdL
Astropecten irregularis pentacanthus;MEDITS_2016_G201_76;2016;0.0599848;MEDITS;78.5;G201;42.5944458;3.201350149;283.4051293;100.0253398;GdL
Astropecten irregularis pentacanthus;MEDITS_2016_G202_74;2016;0.0577584;MEDITS;85;G202;42.71735026;3.249199931;467.4644727;138.5079919;GdL
Astropecten irregularis pentacanthus;MEDITS_2016_G203_41;2016;0.0519246;MEDITS;87;G203;42.50935059;3.25069987;1925.869434;77.03477735;GdL
Astropecten irregularis pentacanthus;MEDITS_2016_G301_69;2016;0.0587979;MEDITS;112.5;G301;42.47669678;3.356699626;119.0518709;34.01482026;GdL
Astropecten irregularis pentacanthus;MEDITS_2016_G302_40;2016;0.0548361;MEDITS;112;G302;42.60609945;3.573650106;1550.073765;765.9188017;GdL
Astropecten irregularis pentacanthus;MEDITS_2016_G303_51;2016;0.054332;MEDITS;132.5;G303;42.83695068;4.258750153;478.5393507;312.8911139;GdL
Axinella;MEDITS_2013_G301_41;2013;0.0512904;MEDITS;110;G301;42.47708333;3.356666667;6882.379549;0;GdL
Axinella;MEDITS_2014_G302_42;2014;0.0493116;MEDITS;109;G302;42.60891667;3.571583333;101.3960204;20.27920408;GdL
Bivalvia;MEDITS_2015_G103_71;2015;0.039368;MEDITS;48;G103;42.74566667;3.140416667;355.6187767;101.6053648;GdL
Bivalvia;MEDITS_2015_G202_72;2015;0.0422916;MEDITS;85;G202;42.71283333;3.249166667;283.7442896;141.8721448;GdL
Botryllus;MEDITS_2013_G101_53;2013;0.05556;MEDITS;31.5;G101;42.963;3.094916667;2555.795536;35.99712023;GdL
Botryllus;MEDITS_2013_G102_59;2013;0.0497994;MEDITS;38.5;G102;42.62391667;3.11375;159118.383;7088.438817;GdL
Botryllus;MEDITS_2013_G103_60;2013;0.0542724;MEDITS;46;G103;42.74675;3.138833333;13450.66737;589.6182959;GdL
Botryllus;MEDITS_2014_G101_67;2014;0.048418;MEDITS;31.5;G101;42.956;3.088416667;3304.556157;103.2673799;GdL
Botryllus;MEDITS_2014_G102_63;2014;0.044206;MEDITS;40.5;G102;42.61925;3.113916667;927.4759082;22.62136362;GdL
Botryllus;MEDITS_2014_G103_47;2014;0.0623731;MEDITS;48.5;G103;42.74583333;3.140666667;1378.799515;64.13020998;GdL
Botryllus;MEDITS_2015_G101_54;2015;0.0422104;MEDITS;31;G101;42.95091667;3.086416667;42264.46563;0;GdL
Botryllus;MEDITS_2016_G101_60;2016;0.0491736;MEDITS;31;G101;42.95670166;3.091600037;8500.496201;427.0584216;GdL
Botryllus;MEDITS_2016_G102_73;2016;0.0477;MEDITS;40;G102;42.61660156;3.113300069;796.6457023;41.92872117;GdL
Brissopsis lyrifera;MEDITS_2014_G103_47;2014;0.0623731;MEDITS;48.5;G103;42.74583333;3.140666667;4168.463649;64.13020998;GdL
Brissopsis lyrifera;MEDITS_2014_G203_44;2014;0.0519486;MEDITS;89;G203;42.509;3.251333333;4042.457352;538.9943136;GdL
Brissopsis lyrifera;MEDITS_2016_G201_76;2016;0.0599848;MEDITS;78.5;G201;42.5944458;3.201350149;633.4938184;50.01266988;GdL
Brissopsis lyrifera;MEDITS_2016_G203_41;2016;0.0519246;MEDITS;87;G203;42.50935059;3.25069987;751.0890792;19.25869434;GdL
Bryozoa;MEDITS_2012_G102_36;2012;0.044448;MEDITS;40.5;G102;42.61833333;3.113916667;157.487401;0;GdL
Bryozoa;MEDITS_2012_G103_37;2012;0.0537665;MEDITS;48.5;G103;42.74433333;3.140083333;334.780951;0;GdL
Bryozoa;MEDITS_2012_G201_35;2012;0.0486995;MEDITS;78;G201;42.59675;3.20125;2381.95464;0;GdL
Bryozoa;MEDITS_2012_G301_33;2012;0.0539628;MEDITS;113.5;G301;42.47825;3.356166667;370.6256903;0;GdL
Bryozoa;MEDITS_2012_G302_29;2012;0.0548016;MEDITS;109.5;G302;42.61466667;3.57125;31550.17372;291.9622785;GdL
Bryozoa;MEDITS_2013_G302_43;2013;0.0465462;MEDITS;110;G302;42.61491667;3.571666667;171.8722474;171.8722474;GdL
Bryozoa;MEDITS_2014_G303_70;2014;0.0511353;MEDITS;133;G303;42.832;4.26075;117.3357739;19.55596232;GdL
Bryozoa;MEDITS_2016_G101_60;2016;0.0491736;MEDITS;31;G101;42.95670166;3.091600037;61.00834594;0;GdL
Bryozoa;MEDITS_2016_G102_73;2016;0.0477;MEDITS;40;G102;42.61660156;3.113300069;20.96436059;20.96436059;GdL
Buccinum humphreysianum;MEDITS_2012_G303_86;2012;0.0623338;MEDITS;131;G303;42.83433333;4.26075;320.8532129;32.08532129;GdL
Calliactis parasitica;MEDITS_2012_G101_39;2012;0.0497965;MEDITS;31.5;G101;42.95075;3.08775;6084.764994;602.4519796;GdL
Calliactis parasitica;MEDITS_2012_G201_35;2012;0.0486995;MEDITS;78;G201;42.59675;3.20125;1190.97732;123.2045504;GdL
Calliactis parasitica;MEDITS_2012_G202_43;2012;0.04214;MEDITS;85.5;G202;42.71091667;3.249416667;2657.807309;522.0692928;GdL
Calliactis parasitica;MEDITS_2012_G203_34;2012;0.0517131;MEDITS;88.5;G203;42.51291667;3.245666667;6091.299883;618.7987183;GdL
Calliactis parasitica;MEDITS_2012_G301_33;2012;0.0539628;MEDITS;113.5;G301;42.47825;3.356166667;277.9692677;18.53128451;GdL
Calliactis parasitica;MEDITS_2013_G101_53;2013;0.05556;MEDITS;31.5;G101;42.963;3.094916667;4607.631389;1547.87617;GdL
Calliactis parasitica;MEDITS_2013_G102_59;2013;0.0497994;MEDITS;38.5;G102;42.62391667;3.11375;5421.752069;3132.567862;GdL
Calliactis parasitica;MEDITS_2013_G103_60;2013;0.0542724;MEDITS;46;G103;42.74675;3.138833333;1400.343453;110.5534305;GdL
Calliactis parasitica;MEDITS_2013_G201_58;2013;0.0480021;MEDITS;75.5;G201;42.59291667;3.19925;2770.712115;354.1511726;GdL
Calliactis parasitica;MEDITS_2013_G202_61;2013;0.0458708;MEDITS;83.5;G202;42.70991667;3.248416667;14802.44513;1133.618773;GdL
Calliactis parasitica;MEDITS_2013_G203_40;2013;0.0546021;MEDITS;86.5;G203;42.50691667;3.2545;5878.894768;2509.061007;GdL
Calliactis parasitica;MEDITS_2013_G301_41;2013;0.0512904;MEDITS;110;G301;42.47708333;3.356666667;5517.601734;1384.27464;GdL
Calliactis parasitica;MEDITS_2013_G302_43;2013;0.0465462;MEDITS;110;G302;42.61491667;3.571666667;85.93612368;85.93612368;GdL
Calliactis parasitica;MEDITS_2014_G102_63;2014;0.044206;MEDITS;40.5;G102;42.61925;3.113916667;2307.379089;429.8059087;GdL
Calliactis parasitica;MEDITS_2014_G103_47;2014;0.0623731;MEDITS;48.5;G103;42.74583333;3.140666667;2533.143294;176.3580774;GdL
Calliactis parasitica;MEDITS_2014_G202_62;2014;0.0408409;MEDITS;84;G202;42.71825;3.249666667;685.5872422;122.4262933;GdL
Calliactis parasitica;MEDITS_2014_G203_44;2014;0.0519486;MEDITS;89;G203;42.509;3.251333333;4042.457352;269.4971568;GdL
Calliactis parasitica;MEDITS_2014_G303_70;2014;0.0511353;MEDITS;133;G303;42.832;4.26075;488.899058;58.66788696;GdL
Calliactis parasitica;MEDITS_2015_G101_54;2015;0.0422104;MEDITS;31;G101;42.95091667;3.086416667;11869.11283;1066.087978;GdL
Calliactis parasitica;MEDITS_2015_G102_70;2015;0.0433504;MEDITS;41;G102;42.62133333;3.114166667;3367.904333;161.4748653;GdL
Calliactis parasitica;MEDITS_2015_G103_71;2015;0.039368;MEDITS;48;G103;42.74566667;3.140416667;11557.61024;965.2509653;GdL
Calliactis parasitica;MEDITS_2015_G201_42;2015;0.0538905;MEDITS;79;G201;42.59816667;3.202;278.3421939;55.66843878;GdL
Calliactis parasitica;MEDITS_2015_G202_72;2015;0.0422916;MEDITS;85;G202;42.71283333;3.249166667;1182.267874;141.8721448;GdL
Calliactis parasitica;MEDITS_2015_G203_41;2015;0.0530523;MEDITS;88.5;G203;42.51041667;3.248416667;1752.987147;282.7398624;GdL
Calliactis parasitica;MEDITS_2015_G301_40;2015;0.0551936;MEDITS;115;G301;42.47033333;3.356583333;1250.144944;72.47217069;GdL
Calliactis parasitica;MEDITS_2016_G102_73;2016;0.0477;MEDITS;40;G102;42.61660156;3.113300069;1593.291405;398.3228512;GdL
Calliactis parasitica;MEDITS_2016_G103_75;2016;0.0561078;MEDITS;49;G103;42.7430013;3.140350087;124.7598373;17.8228339;GdL
Calliactis parasitica;MEDITS_2016_G201_76;2016;0.0599848;MEDITS;78.5;G201;42.5944458;3.201350149;116.6962297;100.0253398;GdL
Calliactis parasitica;MEDITS_2016_G202_74;2016;0.0577584;MEDITS;85;G202;42.71735026;3.249199931;207.7619879;103.8809939;GdL
Calliactis parasitica;MEDITS_2016_G203_41;2016;0.0519246;MEDITS;87;G203;42.50935059;3.25069987;8473.825509;327.3978037;GdL
Calliactis parasitica;MEDITS_2016_G301_69;2016;0.0587979;MEDITS;112.5;G301;42.47669678;3.356699626;476.2074836;68.02964051;GdL
Calliostoma granulatum;MEDITS_2013_G201_58;2013;0.0480021;MEDITS;75.5;G201;42.59291667;3.19925;2874.874224;354.1511726;GdL
Calliostoma granulatum;MEDITS_2014_G102_63;2014;0.044206;MEDITS;40.5;G102;42.61925;3.113916667;1198.932272;271.4563634;GdL
Calliostoma granulatum;MEDITS_2014_G103_47;2014;0.0623731;MEDITS;48.5;G103;42.74583333;3.140666667;913.8554922;208.4231824;GdL
Calliostoma granulatum;MEDITS_2014_G201_64;2014;0.0490544;MEDITS;78;G201;42.59866667;3.201583333;468.8672168;81.54212466;GdL
Calliostoma granulatum;MEDITS_2014_G202_62;2014;0.0408409;MEDITS;84;G202;42.71825;3.249666667;269.3378452;24.48525865;GdL
Calliostoma granulatum;MEDITS_2014_G203_44;2014;0.0519486;MEDITS;89;G203;42.509;3.251333333;2694.971568;269.4971568;GdL
Calliostoma granulatum;MEDITS_2014_G301_43;2014;0.051393;MEDITS;114.5;G301;42.46841667;3.35625;272.4106396;38.91580565;GdL
Calliostoma granulatum;MEDITS_2015_G102_70;2015;0.0433504;MEDITS;41;G102;42.62133333;3.114166667;2491.326493;622.8316232;GdL
Calliostoma granulatum;MEDITS_2015_G103_71;2015;0.039368;MEDITS;48;G103;42.74566667;3.140416667;1041.454989;279.4147531;GdL
Calliostoma granulatum;MEDITS_2015_G201_42;2015;0.0538905;MEDITS;79;G201;42.59816667;3.202;1280.374092;148.4491701;GdL
Calliostoma granulatum;MEDITS_2015_G202_72;2015;0.0422916;MEDITS;85;G202;42.71283333;3.249166667;851.2328689;94.58142988;GdL
Calliostoma granulatum;MEDITS_2015_G301_40;2015;0.0551936;MEDITS;115;G301;42.47033333;3.356583333;924.0201763;163.062384;GdL
Calliostoma granulatum;MEDITS_2015_G303_45;2015;0.0593121;MEDITS;134;G303;42.83825;4.25625;67.43986472;16.85996618;GdL
Calliostoma granulatum;MEDITS_2016_G102_73;2016;0.0477;MEDITS;40;G102;42.61660156;3.113300069;335.4297694;83.85744235;GdL
Calliostoma granulatum;MEDITS_2016_G201_76;2016;0.0599848;MEDITS;78.5;G201;42.5944458;3.201350149;250.0633494;33.34177992;GdL
Calliostoma granulatum;MEDITS_2016_G203_41;2016;0.0519246;MEDITS;87;G203;42.50935059;3.25069987;134.8108604;19.25869434;GdL
Camarodonta;MEDITS_2015_G101_54;2015;0.0422104;MEDITS;31;G101;42.95091667;3.086416667;2985.046339;284.2901276;GdL
Camarodonta;MEDITS_2016_G101_60;2016;0.0491736;MEDITS;31;G101;42.95670166;3.091600037;549.0751135;142.3528072;GdL
Cardiidae;MEDITS_2013_G201_58;2013;0.0480021;MEDITS;75.5;G201;42.59291667;3.19925;6812.201966;83.32968766;GdL
Cardiidae;MEDITS_2016_G103_75;2016;0.0561078;MEDITS;49;G103;42.7430013;3.140350087;4420.062808;71.29133561;GdL
Cardiidae;MEDITS_2016_G201_76;2016;0.0599848;MEDITS;78.5;G201;42.5944458;3.201350149;5418.039237;100.0253398;GdL
Cardiidae;MEDITS_2016_G202_74;2016;0.0577584;MEDITS;85;G202;42.71735026;3.249199931;3947.477769;86.56749494;GdL
Caryophyllia (Caryophyllia) smithii;MEDITS_2014_G302_42;2014;0.0493116;MEDITS;109;G302;42.60891667;3.571583333;40.55840816;20.27920408;GdL
Caryophyllia (Caryophyllia) smithii;MEDITS_2015_G301_40;2015;0.0551936;MEDITS;115;G301;42.47033333;3.356583333;90.59021336;36.23608534;GdL
Cavernularia pusilla;MEDITS_2015_G201_42;2015;0.0538905;MEDITS;79;G201;42.59816667;3.202;74.22458504;74.22458504;GdL
Cavernularia pusilla;MEDITS_2015_G202_72;2015;0.0422916;MEDITS;85;G202;42.71283333;3.249166667;5178.333286;7117.252599;GdL
Cavernularia pusilla;MEDITS_2015_G303_45;2015;0.0593121;MEDITS;134;G303;42.83825;4.25625;33.71993236;16.85996618;GdL
Cavernularia pusilla;MEDITS_2016_G102_73;2016;0.0477;MEDITS;40;G102;42.61660156;3.113300069;125.7861635;209.6436059;GdL
Cavernularia pusilla;MEDITS_2016_G301_69;2016;0.0587979;MEDITS;112.5;G301;42.47669678;3.356699626;51.02223039;119.0518709;GdL
Chlorotocus crassicornis;MEDITS_2012_G202_43;2012;0.04214;MEDITS;85.5;G202;42.71091667;3.249416667;237.304224;142.3825344;GdL
Chlorotocus crassicornis;MEDITS_2014_G202_62;2014;0.0408409;MEDITS;84;G202;42.71825;3.249666667;244.8525865;171.3968106;GdL
Chlorotocus crassicornis;MEDITS_2014_G302_42;2014;0.0493116;MEDITS;109;G302;42.60891667;3.571583333;20.27920408;20.27920408;GdL
Chlorotocus crassicornis;MEDITS_2015_G202_72;2015;0.0422916;MEDITS;85;G202;42.71283333;3.249166667;425.6164345;260.0989322;GdL
Chordata;MEDITS_2013_G201_58;2013;0.0480021;MEDITS;75.5;G201;42.59291667;3.19925;3666.506257;187.4917972;GdL
Chordata;MEDITS_2014_G102_63;2014;0.044206;MEDITS;40.5;G102;42.61925;3.113916667;226.2136362;22.62136362;GdL
Chordata;MEDITS_2015_G102_70;2015;0.0433504;MEDITS;41;G102;42.62133333;3.114166667;191255.444;7958.404075;GdL
Chordata;MEDITS_2015_G203_41;2015;0.0530523;MEDITS;88.5;G203;42.51041667;3.248416667;1206.356746;452.3837798;GdL
Cidaris cidaris;MEDITS_2014_G303_70;2014;0.0511353;MEDITS;133;G303;42.832;4.26075;2268.491629;19.55596232;GdL
Cidaris cidaris;MEDITS_2015_G203_41;2015;0.0530523;MEDITS;88.5;G203;42.51041667;3.248416667;999.0141803;18.84932416;GdL
Cidaris cidaris;MEDITS_2015_G303_45;2015;0.0593121;MEDITS;134;G303;42.83825;4.25625;1146.4777;16.85996618;GdL
Cnidaria;MEDITS_2012_G203_34;2012;0.0517131;MEDITS;88.5;G203;42.51291667;3.245666667;12182.59977;618.7987183;GdL
Cnidaria;MEDITS_2013_G102_59;2013;0.0497994;MEDITS;38.5;G102;42.62391667;3.11375;321.2890115;0;GdL
Cnidaria;MEDITS_2013_G201_58;2013;0.0480021;MEDITS;75.5;G201;42.59291667;3.19925;1333.275003;0;GdL
Cnidaria;MEDITS_2014_G301_43;2014;0.051393;MEDITS;114.5;G301;42.46841667;3.35625;136.2053198;0;GdL
Cnidaria;MEDITS_2016_G102_73;2016;0.0477;MEDITS;40;G102;42.61660156;3.113300069;230.6079665;0;GdL
Cnidaria;MEDITS_2016_G301_69;2016;0.0587979;MEDITS;112.5;G301;42.47669678;3.356699626;17.00741013;0;GdL
Dardanus arrosor;MEDITS_2012_G101_39;2012;0.0497965;MEDITS;31.5;G101;42.95075;3.08775;19800.58839;301.2259898;GdL
Dardanus arrosor;MEDITS_2013_G101_53;2013;0.05556;MEDITS;31.5;G101;42.963;3.094916667;4607.631389;359.9712023;GdL
Dardanus arrosor;MEDITS_2013_G102_59;2013;0.0497994;MEDITS;38.5;G102;42.62391667;3.11375;8112.547541;281.1278851;GdL
Dardanus arrosor;MEDITS_2013_G103_60;2013;0.0542724;MEDITS;46;G103;42.74675;3.138833333;884.4274438;147.404574;GdL
Dardanus arrosor;MEDITS_2013_G202_61;2013;0.0458708;MEDITS;83.5;G202;42.70991667;3.248416667;1700.428159;65.40108304;GdL
Dardanus arrosor;MEDITS_2013_G203_40;2013;0.0546021;MEDITS;86.5;G203;42.50691667;3.2545;18.31431392;1684.91688;GdL
Dardanus arrosor;MEDITS_2013_G301_41;2013;0.0512904;MEDITS;110;G301;42.47708333;3.356666667;8266.654189;916.3508181;GdL
Dardanus arrosor;MEDITS_2014_G101_67;2014;0.048418;MEDITS;31.5;G101;42.956;3.088416667;6567.805362;165.2278078;GdL
Dardanus arrosor;MEDITS_2014_G102_63;2014;0.044206;MEDITS;40.5;G102;42.61925;3.113916667;15518.25544;407.1845451;GdL
Dardanus arrosor;MEDITS_2014_G103_47;2014;0.0623731;MEDITS;48.5;G103;42.74583333;3.140666667;4232.593859;224.4557349;GdL
Dardanus arrosor;MEDITS_2014_G203_44;2014;0.0519486;MEDITS;89;G203;42.509;3.251333333;29914.18441;1077.988627;GdL
Dardanus arrosor;MEDITS_2014_G301_43;2014;0.051393;MEDITS;114.5;G301;42.46841667;3.35625;5059.054735;136.2053198;GdL
